row_id,source_dataset,npdes_id,facility_name,city,state,county,permit_status,permit_type,facility_type,total_design_flow,current_snc_status,current_violation,permit_feature_number,state_water_body_name,tribal_spatial_flag,derived_tribes,latitude,longitude,has_tribal_context,has_current_violation
74,EPA ECHO NPDES outfalls/permitted features,AKG320006,GLACIER OIL AND GAS CORP PIPELINE OPS,ANCHORAGE,AK,KENAI PENINSULA,Effective,General Permit Covered Facility,Corporation,NA,NA,Yes,004R,NA,N,"Salamatof Tribe - 16 mile(s), Kenaitze Indian Tribe - 19 mile(s)",60.719443999999996,-151.747222,TRUE,TRUE
75,EPA ECHO NPDES outfalls/permitted features,AKG320006,GLACIER OIL AND GAS CORP PIPELINE OPS,ANCHORAGE,AK,KENAI PENINSULA,Effective,General Permit Covered Facility,Corporation,NA,NA,Yes,004A,NA,N,"Salamatof Tribe - 16 mile(s), Kenaitze Indian Tribe - 19 mile(s)",60.774775000000005,-151.7461339,TRUE,TRUE
76,EPA ECHO NPDES outfalls/permitted features,AKG320006,GLACIER OIL AND GAS CORP PIPELINE OPS,ANCHORAGE,AK,KENAI PENINSULA,Effective,General Permit Covered Facility,Corporation,NA,NA,Yes,004I,NA,N,"Salamatof Tribe - 16 mile(s), Kenaitze Indian Tribe - 19 mile(s)",60.76972200000001,-151.7461109,TRUE,TRUE
77,EPA ECHO NPDES outfalls/permitted features,AKG320006,GLACIER OIL AND GAS CORP PIPELINE OPS,ANCHORAGE,AK,KENAI PENINSULA,Effective,General Permit Covered Facility,Corporation,NA,NA,Yes,004B,NA,N,"Salamatof Tribe - 16 mile(s), Kenaitze Indian Tribe - 19 mile(s)",60.777049,-151.74945399999996,TRUE,TRUE
78,EPA ECHO NPDES outfalls/permitted features,AKG320006,GLACIER OIL AND GAS CORP PIPELINE OPS,ANCHORAGE,AK,KENAI PENINSULA,Effective,General Permit Covered Facility,Corporation,NA,NA,Yes,004E,NA,N,"Salamatof Tribe - 16 mile(s), Kenaitze Indian Tribe - 19 mile(s)",60.782599000000005,-151.75295690000002,TRUE,TRUE
79,EPA ECHO NPDES outfalls/permitted features,AKG320006,GLACIER OIL AND GAS CORP PIPELINE OPS,ANCHORAGE,AK,KENAI PENINSULA,Effective,General Permit Covered Facility,Corporation,NA,NA,Yes,004G,NA,N,"Salamatof Tribe - 16 mile(s), Kenaitze Indian Tribe - 19 mile(s)",60.7862899,-151.75715399999999,TRUE,TRUE
80,EPA ECHO NPDES outfalls/permitted features,AKG320006,GLACIER OIL AND GAS CORP PIPELINE OPS,ANCHORAGE,AK,KENAI PENINSULA,Effective,General Permit Covered Facility,Corporation,NA,NA,Yes,004Q,NA,N,"Salamatof Tribe - 16 mile(s), Kenaitze Indian Tribe - 19 mile(s)",60.72055600000001,-151.75222200000002,TRUE,TRUE
81,EPA ECHO NPDES outfalls/permitted features,AKG572111,STEELHEAD BARGE WWTF,ANCHORAGE,AK,PETERSBURG CENSUS AREA,Effective,General Permit Covered Facility,Federal Facility (U.S. Government),NA,Failure to Report DMR - Not Received,Yes,001,Shelter Cove,N,"Knik Tribe - 18 mile(s), Eklutna Native Village - 25 mile(s)",55.5356,-131.349,TRUE,TRUE
82,EPA ECHO NPDES outfalls/permitted features,AKG700021,KLU BAY LTF,KETCHIKAN,AK,KETCHIKAN GATEWAY,Expired,General Permit Covered Facility,Federal Facility (U.S. Government),NA,NA,No,001,Klu Bay,NA,NA,55.840599999999995,-131.454,FALSE,FALSE
83,EPA ECHO NPDES outfalls/permitted features,AKG315212,PLATFORM A - HILCORP,KENAI,AK,KENAI PENINSULA,Effective,General Permit Covered Facility,Privately Owned Facility,NA,NA,Yes,001,Cook Inlet,N,"Salamatof Tribe - 16 mile(s), Kenaitze Indian Tribe - 19 mile(s), Native Village of Tyonek - 23 mile(s)",60.79580000000001,-151.496,TRUE,TRUE
84,EPA ECHO NPDES outfalls/permitted features,AKG315212,PLATFORM A - HILCORP,KENAI,AK,KENAI PENINSULA,Effective,General Permit Covered Facility,Privately Owned Facility,NA,NA,Yes,005,Cook Inlet,N,"Salamatof Tribe - 16 mile(s), Kenaitze Indian Tribe - 19 mile(s), Native Village of Tyonek - 23 mile(s)",60.79520000000001,-151.49800000000002,TRUE,TRUE
85,EPA ECHO NPDES outfalls/permitted features,AKG315212,PLATFORM A - HILCORP,KENAI,AK,KENAI PENINSULA,Effective,General Permit Covered Facility,Privately Owned Facility,NA,NA,Yes,003,Cook Inlet,N,"Salamatof Tribe - 16 mile(s), Kenaitze Indian Tribe - 19 mile(s), Native Village of Tyonek - 23 mile(s)",60.79520000000001,-151.49800000000002,TRUE,TRUE
86,EPA ECHO NPDES outfalls/permitted features,AKG315212,PLATFORM A - HILCORP,KENAI,AK,KENAI PENINSULA,Effective,General Permit Covered Facility,Privately Owned Facility,NA,NA,Yes,002,Cook Inlet,N,"Salamatof Tribe - 16 mile(s), Kenaitze Indian Tribe - 19 mile(s), Native Village of Tyonek - 23 mile(s)",60.79520000000001,-151.49800000000002,TRUE,TRUE
87,EPA ECHO NPDES outfalls/permitted features,AKG315212,PLATFORM A - HILCORP,KENAI,AK,KENAI PENINSULA,Effective,General Permit Covered Facility,Privately Owned Facility,NA,NA,Yes,020,Cook Inlet,N,"Salamatof Tribe - 16 mile(s), Kenaitze Indian Tribe - 19 mile(s), Native Village of Tyonek - 23 mile(s)",60.79520000000001,-151.49800000000002,TRUE,TRUE
88,EPA ECHO NPDES outfalls/permitted features,AKG315212,PLATFORM A - HILCORP,KENAI,AK,KENAI PENINSULA,Effective,General Permit Covered Facility,Privately Owned Facility,NA,NA,Yes,007,Cook Inlet,N,"Salamatof Tribe - 16 mile(s), Kenaitze Indian Tribe - 19 mile(s), Native Village of Tyonek - 23 mile(s)",60.79520000000001,-151.49800000000002,TRUE,TRUE
89,EPA ECHO NPDES outfalls/permitted features,AKG315212,PLATFORM A - HILCORP,KENAI,AK,KENAI PENINSULA,Effective,General Permit Covered Facility,Privately Owned Facility,NA,NA,Yes,018,Cook Inlet,N,"Salamatof Tribe - 16 mile(s), Kenaitze Indian Tribe - 19 mile(s), Native Village of Tyonek - 23 mile(s)",60.79520000000001,-151.49800000000002,TRUE,TRUE
90,EPA ECHO NPDES outfalls/permitted features,AKG315212,PLATFORM A - HILCORP,KENAI,AK,KENAI PENINSULA,Effective,General Permit Covered Facility,Privately Owned Facility,NA,NA,Yes,016,Cook Inlet,N,"Salamatof Tribe - 16 mile(s), Kenaitze Indian Tribe - 19 mile(s), Native Village of Tyonek - 23 mile(s)",60.79520000000001,-151.49800000000002,TRUE,TRUE
91,EPA ECHO NPDES outfalls/permitted features,AKG315212,PLATFORM A - HILCORP,KENAI,AK,KENAI PENINSULA,Effective,General Permit Covered Facility,Privately Owned Facility,NA,NA,Yes,019,Cook Inlet,N,"Salamatof Tribe - 16 mile(s), Kenaitze Indian Tribe - 19 mile(s), Native Village of Tyonek - 23 mile(s)",60.79520000000001,-151.49800000000002,TRUE,TRUE
92,EPA ECHO NPDES outfalls/permitted features,AKG315212,PLATFORM A - HILCORP,KENAI,AK,KENAI PENINSULA,Effective,General Permit Covered Facility,Privately Owned Facility,NA,NA,Yes,008,Cook Inlet,N,"Salamatof Tribe - 16 mile(s), Kenaitze Indian Tribe - 19 mile(s), Native Village of Tyonek - 23 mile(s)",60.79520000000001,-151.49800000000002,TRUE,TRUE
93,EPA ECHO NPDES outfalls/permitted features,AKG315212,PLATFORM A - HILCORP,KENAI,AK,KENAI PENINSULA,Effective,General Permit Covered Facility,Privately Owned Facility,NA,NA,Yes,009,Cook Inlet,N,"Salamatof Tribe - 16 mile(s), Kenaitze Indian Tribe - 19 mile(s), Native Village of Tyonek - 23 mile(s)",60.79520000000001,-151.49800000000002,TRUE,TRUE
94,EPA ECHO NPDES outfalls/permitted features,AKG315212,PLATFORM A - HILCORP,KENAI,AK,KENAI PENINSULA,Effective,General Permit Covered Facility,Privately Owned Facility,NA,NA,Yes,017,Cook Inlet,N,"Salamatof Tribe - 16 mile(s), Kenaitze Indian Tribe - 19 mile(s), Native Village of Tyonek - 23 mile(s)",60.79520000000001,-151.49800000000002,TRUE,TRUE
95,EPA ECHO NPDES outfalls/permitted features,AKG315212,PLATFORM A - HILCORP,KENAI,AK,KENAI PENINSULA,Effective,General Permit Covered Facility,Privately Owned Facility,NA,NA,Yes,004,Cook Inlet,N,"Salamatof Tribe - 16 mile(s), Kenaitze Indian Tribe - 19 mile(s), Native Village of Tyonek - 23 mile(s)",60.79520000000001,-151.49800000000002,TRUE,TRUE
96,EPA ECHO NPDES outfalls/permitted features,AKG315212,PLATFORM A - HILCORP,KENAI,AK,KENAI PENINSULA,Effective,General Permit Covered Facility,Privately Owned Facility,NA,NA,Yes,006,Cook Inlet,N,"Salamatof Tribe - 16 mile(s), Kenaitze Indian Tribe - 19 mile(s), Native Village of Tyonek - 23 mile(s)",60.79520000000001,-151.49800000000002,TRUE,TRUE
97,EPA ECHO NPDES outfalls/permitted features,AKG315212,PLATFORM A - HILCORP,KENAI,AK,KENAI PENINSULA,Effective,General Permit Covered Facility,Privately Owned Facility,NA,NA,Yes,012,Cook Inlet,N,"Salamatof Tribe - 16 mile(s), Kenaitze Indian Tribe - 19 mile(s), Native Village of Tyonek - 23 mile(s)",60.79520000000001,-151.49800000000002,TRUE,TRUE
98,EPA ECHO NPDES outfalls/permitted features,AKG315212,PLATFORM A - HILCORP,KENAI,AK,KENAI PENINSULA,Effective,General Permit Covered Facility,Privately Owned Facility,NA,NA,Yes,013,Cook Inlet,N,"Salamatof Tribe - 16 mile(s), Kenaitze Indian Tribe - 19 mile(s), Native Village of Tyonek - 23 mile(s)",60.79520000000001,-151.49800000000002,TRUE,TRUE
99,EPA ECHO NPDES outfalls/permitted features,AKG315212,PLATFORM A - HILCORP,KENAI,AK,KENAI PENINSULA,Effective,General Permit Covered Facility,Privately Owned Facility,NA,NA,Yes,014,Cook Inlet,N,"Salamatof Tribe - 16 mile(s), Kenaitze Indian Tribe - 19 mile(s), Native Village of Tyonek - 23 mile(s)",60.79520000000001,-151.49800000000002,TRUE,TRUE
100,EPA ECHO NPDES outfalls/permitted features,AKG003015,CROWLEY 990 PROJECT,ANCHORAGE,AK,ANCHORAGE,Admin Continued,General Permit Covered Facility,Corporation,NA,NA,No,001,Cook Inlet,N,"Knik Tribe - 17 mile(s), Eklutna Native Village - 24 mile(s)",61.2244,-149.899,TRUE,FALSE
101,EPA ECHO NPDES outfalls/permitted features,AKR10H124,TANACROSS SEWER IMPROVEMENTS PROJECT,TANACROSS,AK,Southeast Fairbanks (CA),Effective,General Permit Covered Facility,Corporation,NA,NA,No,002,NA,NA,NA,63.37834,-143.37873000000002,FALSE,FALSE
102,EPA ECHO NPDES outfalls/permitted features,AKG371409,ADKISON NORTON SOUND SUCTION DREDGE,NOME,AK,NOME (CA),Admin Continued,General Permit Covered Facility,Privately Owned Facility,NA,NA,Yes,001,Norton Sound,N,Nome Eskimo Community - 2 mile(s),64.4848,-165.41899999999998,TRUE,TRUE
103,EPA ECHO NPDES outfalls/permitted features,AK0053686,ALLEGRA LEIGH PLATFORM,NIKISKI,AK,KENAI PENINSULA,Admin Continued,NPDES Individual Permit,Privately Owned Facility,NA,Effluent - Monthly Average Limit,Yes,006,Cook Inlet,N,"Salamatof Tribe - 11 mile(s), Kenaitze Indian Tribe - 13 mile(s), Native Village of Tyonek - 24 mile(s)",60.858059999999995,-151.19943990000002,TRUE,TRUE
104,EPA ECHO NPDES outfalls/permitted features,AK0053686,ALLEGRA LEIGH PLATFORM,NIKISKI,AK,KENAI PENINSULA,Admin Continued,NPDES Individual Permit,Privately Owned Facility,NA,Effluent - Monthly Average Limit,Yes,001,Cook Inlet,N,"Salamatof Tribe - 11 mile(s), Kenaitze Indian Tribe - 13 mile(s), Native Village of Tyonek - 24 mile(s)",60.858059999999995,-151.19943990000002,TRUE,TRUE
105,EPA ECHO NPDES outfalls/permitted features,AK0053686,ALLEGRA LEIGH PLATFORM,NIKISKI,AK,KENAI PENINSULA,Admin Continued,NPDES Individual Permit,Privately Owned Facility,NA,Effluent - Monthly Average Limit,Yes,005,Cook Inlet,N,"Salamatof Tribe - 11 mile(s), Kenaitze Indian Tribe - 13 mile(s), Native Village of Tyonek - 24 mile(s)",60.8581,-151.19899999999998,TRUE,TRUE
106,EPA ECHO NPDES outfalls/permitted features,AK0053686,ALLEGRA LEIGH PLATFORM,NIKISKI,AK,KENAI PENINSULA,Admin Continued,NPDES Individual Permit,Privately Owned Facility,NA,Effluent - Monthly Average Limit,Yes,010,Cook Inlet,N,"Salamatof Tribe - 11 mile(s), Kenaitze Indian Tribe - 13 mile(s), Native Village of Tyonek - 24 mile(s)",60.8581,-151.19899999999998,TRUE,TRUE
107,EPA ECHO NPDES outfalls/permitted features,AK0053686,ALLEGRA LEIGH PLATFORM,NIKISKI,AK,KENAI PENINSULA,Admin Continued,NPDES Individual Permit,Privately Owned Facility,NA,Effluent - Monthly Average Limit,Yes,015,Cook Inlet,N,"Salamatof Tribe - 11 mile(s), Kenaitze Indian Tribe - 13 mile(s), Native Village of Tyonek - 24 mile(s)",60.8581,-151.19899999999998,TRUE,TRUE
108,EPA ECHO NPDES outfalls/permitted features,AK0053686,ALLEGRA LEIGH PLATFORM,NIKISKI,AK,KENAI PENINSULA,Admin Continued,NPDES Individual Permit,Privately Owned Facility,NA,Effluent - Monthly Average Limit,Yes,003,Cook Inlet,N,"Salamatof Tribe - 11 mile(s), Kenaitze Indian Tribe - 13 mile(s), Native Village of Tyonek - 24 mile(s)",60.8581,-151.19899999999998,TRUE,TRUE
109,EPA ECHO NPDES outfalls/permitted features,AK0053686,ALLEGRA LEIGH PLATFORM,NIKISKI,AK,KENAI PENINSULA,Admin Continued,NPDES Individual Permit,Privately Owned Facility,NA,Effluent - Monthly Average Limit,Yes,008,Cook Inlet,N,"Salamatof Tribe - 11 mile(s), Kenaitze Indian Tribe - 13 mile(s), Native Village of Tyonek - 24 mile(s)",60.936142000000004,-151.15864100000002,TRUE,TRUE
110,EPA ECHO NPDES outfalls/permitted features,AK0053686,ALLEGRA LEIGH PLATFORM,NIKISKI,AK,KENAI PENINSULA,Admin Continued,NPDES Individual Permit,Privately Owned Facility,NA,Effluent - Monthly Average Limit,Yes,009,Cook Inlet,N,"Salamatof Tribe - 11 mile(s), Kenaitze Indian Tribe - 13 mile(s), Native Village of Tyonek - 24 mile(s)",60.8581,-151.19899999999998,TRUE,TRUE
111,EPA ECHO NPDES outfalls/permitted features,AK0053686,ALLEGRA LEIGH PLATFORM,NIKISKI,AK,KENAI PENINSULA,Admin Continued,NPDES Individual Permit,Privately Owned Facility,NA,Effluent - Monthly Average Limit,Yes,004,Cook Inlet,N,"Salamatof Tribe - 11 mile(s), Kenaitze Indian Tribe - 13 mile(s), Native Village of Tyonek - 24 mile(s)",60.8581,-151.19899999999998,TRUE,TRUE
112,EPA ECHO NPDES outfalls/permitted features,AK0053686,ALLEGRA LEIGH PLATFORM,NIKISKI,AK,KENAI PENINSULA,Admin Continued,NPDES Individual Permit,Privately Owned Facility,NA,Effluent - Monthly Average Limit,Yes,002,Cook Inlet,N,"Salamatof Tribe - 11 mile(s), Kenaitze Indian Tribe - 13 mile(s), Native Village of Tyonek - 24 mile(s)",60.8581,-151.19899999999998,TRUE,TRUE
113,EPA ECHO NPDES outfalls/permitted features,AKR06H00M,CLEAN HARBORS NORTH SITKA STREET 10-DAY HAZARDOUS WASTE TRANSFER FACILITY,ANCHORAGE,AK,ANCHORAGE MUNICIPALITY,Expired,General Permit Covered Facility,Corporation,NA,NA,No,001,Ship Creek,N,"Knik Tribe - 17 mile(s), Eklutna Native Village - 23 mile(s)",61.12235100000001,-149.84512990000002,TRUE,FALSE
114,EPA ECHO NPDES outfalls/permitted features,AK0053643,FORT KNOX MINE APDES,FAIRBANKS,AK,FAIRBANKS NORTH STAR,Admin Continued,NPDES Individual Permit,Corporation,NA,NA,Yes,002,Old Fish Creek Channel,NA,NA,65.0035,-147.341,FALSE,TRUE
115,EPA ECHO NPDES outfalls/permitted features,AK0053643,FORT KNOX MINE APDES,FAIRBANKS,AK,FAIRBANKS NORTH STAR,Admin Continued,NPDES Individual Permit,Corporation,NA,NA,Yes,001,Old Fish Creek Channel,NA,NA,65.0047,-147.26299999999998,FALSE,TRUE
116,EPA ECHO NPDES outfalls/permitted features,AKR06AC34,RAVN-VALDEZ AIRPORT,VALDEZ,AK,VALDEZ-CORDOVA (CA),Expired,General Permit Covered Facility,Corporation,NA,NA,Yes,001,Port Valdez,N,Native Village of Tatitlek - 24 mile(s),61.1139,-146.478,TRUE,TRUE
117,EPA ECHO NPDES outfalls/permitted features,AK0023451,CITY OF FAIRBANKS AND GOLDEN HEART UTILITIES INC WWTF,FAIRBANKS,AK,FAIRBANKS NORTH STAR,Effective,NPDES Individual Permit,"Mixed Ownership (e.g., Public/Private)",NA,NA,No,001,Tanana River,NA,NA,64.7983,-147.77899999999997,FALSE,FALSE
118,EPA ECHO NPDES outfalls/permitted features,AKG371698,HURT NUGGET CREEK SUCTION DREDGE,HAINES,AK,HAINES,Admin Continued,General Permit Covered Facility,Privately Owned Facility,NA,NA,No,004,Nugget Creek,N,Chilkat Indian Village (Klukwan) - 13 mile(s),59.29560000000001,-136.183,TRUE,FALSE
119,EPA ECHO NPDES outfalls/permitted features,AKG571026,VICTORSON COURT SEWER OUTFALL,KETCHIKAN,AK,KETCHIKAN GATEWAY,Admin Continued,General Permit Covered Facility,Privately Owned Facility,NA,NA,Yes,001,Clover Passage,N,"Ketchikan Indian Community - 9 mile(s), Organized Village of Saxman - 12 mile(s), Metlakatla Indian Community, Annette Island Reserve - 13 mile(s), Organized Village of Kasaan - 16 mile(s)",55.432100000000005,-131.79299999999998,TRUE,TRUE
120,EPA ECHO NPDES outfalls/permitted features,AK0040649,TECK ALASKA INC - RED DOG PORT SITE,KOTZEBUE,AK,NORTHWEST ARCTIC,Admin Continued,NPDES Individual Permit,Privately Owned Facility,NA,NA,No,001,Chukchi Sea,N,Native Village of Kivalina - 17 mile(s),67.56666700000001,-164.05,TRUE,FALSE
121,EPA ECHO NPDES outfalls/permitted features,AK0040649,TECK ALASKA INC - RED DOG PORT SITE,KOTZEBUE,AK,NORTHWEST ARCTIC,Admin Continued,NPDES Individual Permit,Privately Owned Facility,NA,NA,No,005,Chukchi Sea,N,Native Village of Kivalina - 17 mile(s),67.56666700000001,-164.05,TRUE,FALSE
122,EPA ECHO NPDES outfalls/permitted features,AKG521083,LEADER CREEK FISHERIES NAKNEK PLANT,NAKNEK,AK,BRISTOL BAY,Effective,General Permit Covered Facility,Corporation,NA,NA,Yes,001,NA,N,"South Naknek Village - 3 mile(s), Naknek Native Village - 3 mile(s), King Salmon Tribe - 12 mile(s)",58.7426,-156.948,TRUE,TRUE
123,EPA ECHO NPDES outfalls/permitted features,AKG521083,LEADER CREEK FISHERIES NAKNEK PLANT,NAKNEK,AK,BRISTOL BAY,Effective,General Permit Covered Facility,Corporation,NA,NA,Yes,003,NA,N,"South Naknek Village - 3 mile(s), Naknek Native Village - 3 mile(s), King Salmon Tribe - 12 mile(s)",58.742900000000006,-156.948,TRUE,TRUE
124,EPA ECHO NPDES outfalls/permitted features,AKR06AA18,BRYANT ARMY AVIATION SUPPORT FACILITY,JBER,AK,ANCHORAGE,Expired,General Permit Covered Facility,"Mixed Ownership (e.g., Public/Private)",NA,NA,No,001,Ship Creek,N,"Knik Tribe - 14 mile(s), Eklutna Native Village - 18 mile(s)",61.26035400000001,-149.67734600000003,TRUE,FALSE
125,EPA ECHO NPDES outfalls/permitted features,AKR06AA18,BRYANT ARMY AVIATION SUPPORT FACILITY,JBER,AK,ANCHORAGE,Expired,General Permit Covered Facility,"Mixed Ownership (e.g., Public/Private)",NA,NA,No,002,Ship Creek,N,"Knik Tribe - 14 mile(s), Eklutna Native Village - 18 mile(s)",61.260321000000005,-149.678142,TRUE,FALSE
126,EPA ECHO NPDES outfalls/permitted features,AKG370D9M,MAMMOTH VALLEY MINING QUARTZ CREEK DAINAGE MINE SITE,NOME,AK,NOME (CA),Admin Continued,General Permit Covered Facility,Privately Owned Facility,NA,NA,No,002,Quartz Creek Drainage,N,Native Village of Mary's Igloo - 19 mile(s),65.3659,-164.71409999999997,TRUE,FALSE
127,EPA ECHO NPDES outfalls/permitted features,AKG573002,CHUATHBALUK WASTEWATER LAGOON,CHUATHBALUK,AK,BETHEL,Effective,General Permit Covered Facility,Municipality,NA,Failure to Report DMR - Not Received,Yes,002,NA,N,"Native Village of Chuathbaluk (Russian Mission, Kuskokwim) - 1 mile(s), Village of Aniak - 9 mile(s), Native Village of Napaimute - 20 mile(s)",61.580799999999996,-159.283,TRUE,TRUE
128,EPA ECHO NPDES outfalls/permitted features,AKG573002,CHUATHBALUK WASTEWATER LAGOON,CHUATHBALUK,AK,BETHEL,Effective,General Permit Covered Facility,Municipality,NA,Failure to Report DMR - Not Received,Yes,001,NA,N,"Native Village of Chuathbaluk (Russian Mission, Kuskokwim) - 1 mile(s), Village of Aniak - 9 mile(s), Native Village of Napaimute - 20 mile(s)",61.58,-159.27599999999998,TRUE,TRUE
129,EPA ECHO NPDES outfalls/permitted features,AKG573002,CHUATHBALUK WASTEWATER LAGOON,CHUATHBALUK,AK,BETHEL,Effective,General Permit Covered Facility,Municipality,NA,Failure to Report DMR - Not Received,Yes,003,NA,N,"Native Village of Chuathbaluk (Russian Mission, Kuskokwim) - 1 mile(s), Village of Aniak - 9 mile(s), Native Village of Napaimute - 20 mile(s)",61.5763,-159.26,TRUE,TRUE
130,EPA ECHO NPDES outfalls/permitted features,AKG371680,KANOSAK NORTON SOUND SUCTION DREDGE(S),NOME,AK,NOME (CA),Admin Continued,General Permit Covered Facility,Privately Owned Facility,NA,NA,No,002,Norton Sound,N,Nome Eskimo Community - 5 mile(s),64.46660000000001,-165.27659999999997,TRUE,FALSE
131,EPA ECHO NPDES outfalls/permitted features,AKG371705,INDMINE MINERAL CREEK MINE SITE,VALDEZ,AK,VALDEZ-CORDOVA CENSUS AREA,Admin Continued,General Permit Covered Facility,Privately Owned Facility,NA,NA,No,014,Mineral & Brevier Creeks,N,Native Village of Tatitlek - 20 mile(s),61.220785000000006,-146.32212400000003,TRUE,FALSE
132,EPA ECHO NPDES outfalls/permitted features,AKG370412,ALDRIDGE POKER CREEK MINE SITE,CHICKEN,AK,SOUTHEAST FAIRBANKS (CA),Admin Continued,General Permit Covered Facility,Privately Owned Facility,NA,NA,Yes,001,Poker Creek,NA,NA,64.0355,-141.0291,FALSE,TRUE
133,EPA ECHO NPDES outfalls/permitted features,AKR06GA26,STERLING CEMENT WP,STERLING,AK,KENAI PENINSULA,Expired,General Permit Covered Facility,Corporation,NA,NA,No,001,#2 Unnamed Gravel Pits,N,"Kenaitze Indian Tribe - 16 mile(s), Salamatof Tribe - 18 mile(s)",60.538272000000006,-150.819967,TRUE,FALSE
134,EPA ECHO NPDES outfalls/permitted features,AKR06AA92,DONLIN GOLD,CROOKED CREEK,AK,BETHEL (CA),Expired,General Permit Covered Facility,Corporation,NA,NA,No,001,Crooked Creek,NA,NA,62.0367,-158.24699999999999,FALSE,FALSE
135,EPA ECHO NPDES outfalls/permitted features,AKR06AA92,DONLIN GOLD,CROOKED CREEK,AK,BETHEL (CA),Expired,General Permit Covered Facility,Corporation,NA,NA,No,004,Omega Creek,NA,NA,62.027300000000004,-158.224,FALSE,FALSE
136,EPA ECHO NPDES outfalls/permitted features,AKR06AA92,DONLIN GOLD,CROOKED CREEK,AK,BETHEL (CA),Expired,General Permit Covered Facility,Corporation,NA,NA,No,002,American Creek,NA,NA,62.039500000000004,-158.24699999999999,FALSE,FALSE
137,EPA ECHO NPDES outfalls/permitted features,AKR06AA92,DONLIN GOLD,CROOKED CREEK,AK,BETHEL (CA),Expired,General Permit Covered Facility,Corporation,NA,NA,No,003,American Creek,NA,NA,62.0401,-158.24599999999998,FALSE,FALSE
138,EPA ECHO NPDES outfalls/permitted features,AKG002403,SOUTHCENTRAL FOUNDATION QUYANA CLUBHOUSE,ANCHORAGE,AK,Anchorage Municipality,Effective,General Permit Covered Facility,Corporation,NA,NA,No,001,NA,NA,NA,61.220929000000005,-149.873267,FALSE,FALSE
