row_id,source_dataset,npdes_id,facility_name,city,state,county,permit_status,permit_type,facility_type,total_design_flow,current_snc_status,current_violation,permit_feature_number,state_water_body_name,tribal_spatial_flag,derived_tribes,latitude,longitude,has_tribal_context,has_current_violation
2068,EPA ECHO NPDES outfalls/permitted features,AKR06AD95,SILVER BAY SEAFOODS KETCHIKAN,KETCHIKAN,AK,KETCHIKAN GATEWAY BOROUGH,Admin Continued,General Permit Covered Facility,Corporation,NA,NA,Yes,002,Tongass Narrows,N,"Ketchikan Indian Community - 1 mile(s), Organized Village of Saxman - 3 mile(s), Metlakatla Indian Community, Annette Island Reserve - 4 mile(s), Organized Village of Kasaan - 24 mile(s)",55.338403,-131.63605099999998,TRUE,TRUE
2069,EPA ECHO NPDES outfalls/permitted features,AKR06AD95,SILVER BAY SEAFOODS KETCHIKAN,KETCHIKAN,AK,KETCHIKAN GATEWAY BOROUGH,Admin Continued,General Permit Covered Facility,Corporation,NA,NA,Yes,003,Tongass Narrows,N,"Ketchikan Indian Community - 1 mile(s), Organized Village of Saxman - 3 mile(s), Metlakatla Indian Community, Annette Island Reserve - 4 mile(s), Organized Village of Kasaan - 24 mile(s)",55.337711,-131.63597299999998,TRUE,TRUE
2070,EPA ECHO NPDES outfalls/permitted features,AKR06AD95,SILVER BAY SEAFOODS KETCHIKAN,KETCHIKAN,AK,KETCHIKAN GATEWAY BOROUGH,Admin Continued,General Permit Covered Facility,Corporation,NA,NA,Yes,004,Tongass Narrows,N,"Ketchikan Indian Community - 1 mile(s), Organized Village of Saxman - 3 mile(s), Metlakatla Indian Community, Annette Island Reserve - 4 mile(s), Organized Village of Kasaan - 24 mile(s)",55.33767399999999,-131.635879,TRUE,TRUE
2071,EPA ECHO NPDES outfalls/permitted features,AKG332024,HILCORP ALASKA LLC - NORTHSTAR,PRUDHOE BAY,AK,NORTH SLOPE,Effective,General Permit Covered Facility,Privately Owned Facility,NA,NA,No,006,Beaufort Sea,NA,NA,70.49210000000001,-148.6932,FALSE,FALSE
2072,EPA ECHO NPDES outfalls/permitted features,AKG700042,FALSE ISLAND LTF,HOONAH,AK,SITKA,Expired,General Permit Covered Facility,Federal Facility (U.S. Government),NA,NA,No,001,Peril Strait,NA,NA,57.528400000000005,-135.21699999999998,FALSE,FALSE
2073,EPA ECHO NPDES outfalls/permitted features,AKG332044,COLVILLE RIVER MUSTANG HOLDING LLC CAMP PAD,DEADHORSE,AK,NORTH SLOPE,Effective,General Permit Covered Facility,Corporation,NA,NA,Yes,006,NA,N,Native Village of Nuiqsut (aka Nooiksut) - 20 mile(s),70.24860000000001,-150.252,TRUE,TRUE
2074,EPA ECHO NPDES outfalls/permitted features,AKG521103,"WESTWARD SEAFOODS INC., NORTHERN VICTOR DIVISION",DUTCH HARBOR,AK,ALEUTIANS WEST (CA),Effective,General Permit Covered Facility,Corporation,NA,NA,No,001,NA,N,Qawalangin Tribe of Unalaska - 4 mile(s),53.9123,-166.49800000000002,TRUE,FALSE
2075,EPA ECHO NPDES outfalls/permitted features,AKG521103,"WESTWARD SEAFOODS INC., NORTHERN VICTOR DIVISION",DUTCH HARBOR,AK,ALEUTIANS WEST (CA),Effective,General Permit Covered Facility,Corporation,NA,NA,No,002,NA,N,Qawalangin Tribe of Unalaska - 4 mile(s),53.9123,-166.49800000000002,TRUE,FALSE
2076,EPA ECHO NPDES outfalls/permitted features,AKG521103,"WESTWARD SEAFOODS INC., NORTHERN VICTOR DIVISION",DUTCH HARBOR,AK,ALEUTIANS WEST (CA),Effective,General Permit Covered Facility,Corporation,NA,NA,No,003,NA,N,Qawalangin Tribe of Unalaska - 4 mile(s),53.9122,-166.507,TRUE,FALSE
2077,EPA ECHO NPDES outfalls/permitted features,AKR06AD73,"SILVER BAY SEAFOODS, VALDEZ",VALDEZ,AK,VALDEZ-CORDOVA,Admin Continued,General Permit Covered Facility,Corporation,NA,NA,No,002,Port of Valdez,N,Native Village of Tatitlek - 22 mile(s),61.12301200000001,-146.347122,TRUE,FALSE
2078,EPA ECHO NPDES outfalls/permitted features,AKR06AD73,"SILVER BAY SEAFOODS, VALDEZ",VALDEZ,AK,VALDEZ-CORDOVA,Admin Continued,General Permit Covered Facility,Corporation,NA,NA,No,001,Port of Valdez,N,Native Village of Tatitlek - 22 mile(s),61.123124000000004,-146.346021,TRUE,FALSE
2079,EPA ECHO NPDES outfalls/permitted features,AKG521094,E & E FOODS PACIFIC STAR SEAFOODS K2 KENAI PLANT,KENAI,AK,KENAI PENINSULA,Effective,General Permit Covered Facility,Corporation,NA,NA,Yes,001,NA,N,"Kenaitze Indian Tribe - 2 mile(s), Salamatof Tribe - 5 mile(s)",60.55,-151.23,TRUE,TRUE
2080,EPA ECHO NPDES outfalls/permitted features,AKNOE0263,PITTMAN ROAD GRAVEL PIT,WASILLA,AK,MATANUSKA-SUSITNA,Admin Continued,General Permit Covered Facility,Privately Owned Facility,NA,NA,No,001,n/a,N,"Knik Tribe - 14 mile(s), Eklutna Native Village - 15 mile(s)",61.6409,-149.591,TRUE,FALSE
2081,EPA ECHO NPDES outfalls/permitted features,AKR06AF44,PETRO STAR INC POA TERMINAL,ANCHORAGE,AK,ANCHORAGE MUNICIPALITY,Expired,General Permit Covered Facility,Corporation,NA,NA,No,002,Cook Inlet,N,"Knik Tribe - 17 mile(s), Eklutna Native Village - 24 mile(s)",61.234100000000005,-149.889,TRUE,FALSE
2082,EPA ECHO NPDES outfalls/permitted features,AKR06AF44,PETRO STAR INC POA TERMINAL,ANCHORAGE,AK,ANCHORAGE MUNICIPALITY,Expired,General Permit Covered Facility,Corporation,NA,NA,No,004,Cook Inlet,N,"Knik Tribe - 17 mile(s), Eklutna Native Village - 24 mile(s)",61.234100000000005,-149.889,TRUE,FALSE
2083,EPA ECHO NPDES outfalls/permitted features,AKR06AF44,PETRO STAR INC POA TERMINAL,ANCHORAGE,AK,ANCHORAGE MUNICIPALITY,Expired,General Permit Covered Facility,Corporation,NA,NA,No,001,Cook Inlet,N,"Knik Tribe - 17 mile(s), Eklutna Native Village - 24 mile(s)",61.234100000000005,-149.889,TRUE,FALSE
2084,EPA ECHO NPDES outfalls/permitted features,AKR06AF44,PETRO STAR INC POA TERMINAL,ANCHORAGE,AK,ANCHORAGE MUNICIPALITY,Expired,General Permit Covered Facility,Corporation,NA,NA,No,003,Cook Inlet,N,"Knik Tribe - 17 mile(s), Eklutna Native Village - 24 mile(s)",61.234100000000005,-149.889,TRUE,FALSE
2085,EPA ECHO NPDES outfalls/permitted features,AKR06GC27,RYAN AIR INC BETHEL HUB,BETHEL,AK,BETHEL (CA),Expired,General Permit Covered Facility,Corporation,NA,NA,Yes,005,Uplands,N,"Orutsararmiut Traditional Native Council - 3 mile(s), Oscarville Traditional Village - 5 mile(s), Native Village of Napaskiak - 6 mile(s), Native Village of Napakiak - 8 mile(s), Organized Village of Kwethluk - 14 mile(s), Akiachak Native Community - 16 mile(s), Native Village of Nunapitchuk - 23 mile(s), Akiak Native Community - 23 mile(s), Village of Atmautluak - 23 mile(s), Kasigluk Traditional Elders Council - 25 mile(s)",60.7847,-161.84,TRUE,TRUE
2086,EPA ECHO NPDES outfalls/permitted features,AKR06GC27,RYAN AIR INC BETHEL HUB,BETHEL,AK,BETHEL (CA),Expired,General Permit Covered Facility,Corporation,NA,NA,Yes,003,Palustrine Wetland,N,"Orutsararmiut Traditional Native Council - 3 mile(s), Oscarville Traditional Village - 5 mile(s), Native Village of Napaskiak - 6 mile(s), Native Village of Napakiak - 8 mile(s), Organized Village of Kwethluk - 14 mile(s), Akiachak Native Community - 16 mile(s), Native Village of Nunapitchuk - 23 mile(s), Akiak Native Community - 23 mile(s), Village of Atmautluak - 23 mile(s), Kasigluk Traditional Elders Council - 25 mile(s)",60.7879,-161.835,TRUE,TRUE
2087,EPA ECHO NPDES outfalls/permitted features,AKR06GC27,RYAN AIR INC BETHEL HUB,BETHEL,AK,BETHEL (CA),Expired,General Permit Covered Facility,Corporation,NA,NA,Yes,001,Palustrine Wetland,N,"Orutsararmiut Traditional Native Council - 3 mile(s), Oscarville Traditional Village - 5 mile(s), Native Village of Napaskiak - 6 mile(s), Native Village of Napakiak - 8 mile(s), Organized Village of Kwethluk - 14 mile(s), Akiachak Native Community - 16 mile(s), Native Village of Nunapitchuk - 23 mile(s), Akiak Native Community - 23 mile(s), Village of Atmautluak - 23 mile(s), Kasigluk Traditional Elders Council - 25 mile(s)",60.7884,-161.83100000000002,TRUE,TRUE
2088,EPA ECHO NPDES outfalls/permitted features,AKR06GC27,RYAN AIR INC BETHEL HUB,BETHEL,AK,BETHEL (CA),Expired,General Permit Covered Facility,Corporation,NA,NA,Yes,004,Uplands,N,"Orutsararmiut Traditional Native Council - 3 mile(s), Oscarville Traditional Village - 5 mile(s), Native Village of Napaskiak - 6 mile(s), Native Village of Napakiak - 8 mile(s), Organized Village of Kwethluk - 14 mile(s), Akiachak Native Community - 16 mile(s), Native Village of Nunapitchuk - 23 mile(s), Akiak Native Community - 23 mile(s), Village of Atmautluak - 23 mile(s), Kasigluk Traditional Elders Council - 25 mile(s)",60.7846,-161.839,TRUE,TRUE
2089,EPA ECHO NPDES outfalls/permitted features,AKR06GC27,RYAN AIR INC BETHEL HUB,BETHEL,AK,BETHEL (CA),Expired,General Permit Covered Facility,Corporation,NA,NA,Yes,002,Palustrine Wetland,N,"Orutsararmiut Traditional Native Council - 3 mile(s), Oscarville Traditional Village - 5 mile(s), Native Village of Napaskiak - 6 mile(s), Native Village of Napakiak - 8 mile(s), Organized Village of Kwethluk - 14 mile(s), Akiachak Native Community - 16 mile(s), Native Village of Nunapitchuk - 23 mile(s), Akiak Native Community - 23 mile(s), Village of Atmautluak - 23 mile(s), Kasigluk Traditional Elders Council - 25 mile(s)",60.790400000000005,-161.83100000000002,TRUE,TRUE
2090,EPA ECHO NPDES outfalls/permitted features,AK0050571,KENSINGTON GOLD MINE- APDES,JUNEAU,AK,JUNEAU CITY AND BOROUGH,Effective,NPDES Individual Permit,Corporation,NA,NA,Yes,002,NA,NA,NA,58.8328,-134.966,FALSE,TRUE
2091,EPA ECHO NPDES outfalls/permitted features,AK0050571,KENSINGTON GOLD MINE- APDES,JUNEAU,AK,JUNEAU CITY AND BOROUGH,Effective,NPDES Individual Permit,Corporation,NA,NA,Yes,003,NA,NA,NA,58.8661,-135.141,FALSE,TRUE
2092,EPA ECHO NPDES outfalls/permitted features,AK0050571,KENSINGTON GOLD MINE- APDES,JUNEAU,AK,JUNEAU CITY AND BOROUGH,Effective,NPDES Individual Permit,Corporation,NA,NA,Yes,001,NA,NA,NA,58.867799999999995,-135.11499999999998,FALSE,TRUE
2093,EPA ECHO NPDES outfalls/permitted features,AKR06AA33,RED SALMON CANNERY,NAKNEK,AK,BRISTOL BAY BOROUGH,Expired,General Permit Covered Facility,Corporation,NA,NA,No,001,Naknek River,N,"South Naknek Village - 2 mile(s), Naknek Native Village - 2 mile(s), King Salmon Tribe - 13 mile(s)",58.737700000000004,-156.977,TRUE,FALSE
2094,EPA ECHO NPDES outfalls/permitted features,AKR06AA33,RED SALMON CANNERY,NAKNEK,AK,BRISTOL BAY BOROUGH,Expired,General Permit Covered Facility,Corporation,NA,NA,No,002,Naknek River,N,"South Naknek Village - 2 mile(s), Naknek Native Village - 2 mile(s), King Salmon Tribe - 13 mile(s)",58.7372,-156.978,TRUE,FALSE
2095,EPA ECHO NPDES outfalls/permitted features,AKNOE0224,ALASKA GLACIER SEAFOODS JUNEAU PLANT,JUNEAU,AK,JUNEAU,Effective,General Permit Covered Facility,Corporation,NA,NA,No,001,Auke Bay,N,"Central Council of the Tlingit & Haida Indian Tribes - 12 mile(s), Douglas Indian Association - 14 mile(s)",58.381299999999996,-134.69,TRUE,FALSE
2096,EPA ECHO NPDES outfalls/permitted features,AKG371668,GOLD JUG MINING & RESTORATION UHLER CREEK SUCTION DREDGE,CHICKEN,AK,SOUTHEAST FAIRBANKS (CA),Admin Continued,General Permit Covered Facility,Privately Owned Facility,NA,NA,Yes,001,Uhler Creek,NA,NA,64.198,-141.605,FALSE,TRUE
2097,EPA ECHO NPDES outfalls/permitted features,AKG380022,POINT  LAY WATER TREATMENT PLANT,POINT LAY,AK,NORTH SLOPE,Effective,General Permit Covered Facility,County Government,NA,NA,No,002,Kasegaluk Lagoon,N,Native Village of Point Lay - 3 mile(s),61.09,-149.85000000000002,TRUE,FALSE
2098,EPA ECHO NPDES outfalls/permitted features,AKG380022,POINT  LAY WATER TREATMENT PLANT,POINT LAY,AK,NORTH SLOPE,Effective,General Permit Covered Facility,County Government,NA,NA,No,001,Kasegaluk Lagoon,N,Native Village of Point Lay - 3 mile(s),69.7292,-163.006,TRUE,FALSE
2099,EPA ECHO NPDES outfalls/permitted features,AKR06AB17,FORT KNOX MINE FAIRBANKS,FAIRBANKS,AK,FAIRBANKS NORTH STAR,Admin Continued,General Permit Covered Facility,Corporation,NA,NA,Yes,003,Fish Creek,NA,NA,65.005,-147.291,FALSE,TRUE
2100,EPA ECHO NPDES outfalls/permitted features,AKR06AB17,FORT KNOX MINE FAIRBANKS,FAIRBANKS,AK,FAIRBANKS NORTH STAR,Admin Continued,General Permit Covered Facility,Corporation,NA,NA,Yes,001,Fish Creek,NA,NA,65.00750000000001,-147.271,FALSE,TRUE
2101,EPA ECHO NPDES outfalls/permitted features,AKR06AB17,FORT KNOX MINE FAIRBANKS,FAIRBANKS,AK,FAIRBANKS NORTH STAR,Admin Continued,General Permit Covered Facility,Corporation,NA,NA,Yes,002,Fish Creek,NA,NA,65.0008,-147.288,FALSE,TRUE
2102,EPA ECHO NPDES outfalls/permitted features,AKR06AA95,DELTA AIR LINES - JUNEAU INTERNATIONAL AIRPORT JNU,JUNEAU,AK,JUNEAU,Expired,General Permit Covered Facility,Corporation,NA,NA,Yes,001,Juneau Airport Floatplane Pond,N,"Central Council of the Tlingit & Haida Indian Tribes - 8 mile(s), Douglas Indian Association - 10 mile(s)",58.356899999999996,-134.599,TRUE,TRUE
2103,EPA ECHO NPDES outfalls/permitted features,AKG370114,PLANO INNOKO RIVER MINE SITE,TAKOTNA,AK,YUKON-KOYUKUK COUNTY,Admin Continued,General Permit Covered Facility,Privately Owned Facility,NA,NA,No,001,Innoko River,N,Takotna Village - 17 mile(s),63.132653000000005,-156.500359,TRUE,FALSE
2104,EPA ECHO NPDES outfalls/permitted features,AKG572004,AUKE BAY WWTF,JUNEAU,AK,JUNEAU,Effective,General Permit Covered Facility,Municipality,NA,NA,Yes,001,Auke Bay,N,"Central Council of the Tlingit & Haida Indian Tribes - 11 mile(s), Douglas Indian Association - 13 mile(s)",58.3883,-134.648,TRUE,TRUE
2105,EPA ECHO NPDES outfalls/permitted features,AKR061020,"INTERNATIONAL AVIATION SERVICES, INC. - ANC-GP",ANCHORAGE,AK,ANCHORAGE,Admin Continued,General Permit Covered Facility,Corporation,NA,NA,Yes,001,Lake Spenard,N,Knik Tribe - 21 mile(s),61.1972,-149.995,TRUE,TRUE
2106,EPA ECHO NPDES outfalls/permitted features,AKR061020,"INTERNATIONAL AVIATION SERVICES, INC. - ANC-GP",ANCHORAGE,AK,ANCHORAGE,Admin Continued,General Permit Covered Facility,Corporation,NA,NA,Yes,002,Knik Arm,N,Knik Tribe - 21 mile(s),61.1972,-149.995,TRUE,TRUE
2107,EPA ECHO NPDES outfalls/permitted features,AKG572115,MERTARVIK WWTF,MERTARVIK,AK,BRISTOL BAY,Effective,General Permit Covered Facility,Tribal Government,NA,Failure to Report DMR - Not Received,Yes,001,NA,NA,NA,60.8226,-164.503,FALSE,TRUE
2108,EPA ECHO NPDES outfalls/permitted features,AKG371694,GARIFULLIN NORTON SOUND MEDIUM SUCTION DREDGE,NOME,AK,NOME (CA),Admin Continued,General Permit Covered Facility,Privately Owned Facility,NA,NA,No,001,Norton Sound,N,Nome Eskimo Community - 3 mile(s),64.4773,-165.3675,TRUE,FALSE
2109,EPA ECHO NPDES outfalls/permitted features,AKR06H00K,SOLOMON GRAVEL SOURCE,NOME,AK,NOME (CA),Expired,General Permit Covered Facility,Corporation,NA,Failure to Report DMR - Not Received,Yes,001,Solomon River,N,Village of Solomon - 3 mile(s),64.598343,-164.39143600000006,TRUE,TRUE
2110,EPA ECHO NPDES outfalls/permitted features,AK0055891,PETRO STAR INC VALDEZ REFINERY,VALDEZ,AK,VALDEZ-CORDOVA (CA),Admin Continued,NPDES Individual Permit,Corporation,NA,NA,No,002,Abercrombie Creek,N,Native Village of Tatitlek - 21 mile(s),61.0841,-146.251,TRUE,FALSE
2111,EPA ECHO NPDES outfalls/permitted features,AK0021555,KODIAK WW TREATMENT FACILITY,KODIAK,AK,KODIAK ISLAND,Effective,NPDES Individual Permit,Municipality,NA,NA,Yes,001,Woody Island Channel,N,"Sun'aq Tribe of Kodiak - 3 mile(s), Native Village of Ouzinkie - 10 mile(s), Tangirnaq Native Village - 11 mile(s), Native Village of Port Lions - 20 mile(s), Native Village of Afognak - 22 mile(s)",57.80384599999999,-152.35102500000002,TRUE,TRUE
2112,EPA ECHO NPDES outfalls/permitted features,AKR06GB54,KODIAK PIT YARD,KODIAK,AK,KODIAK ISLAND,Expired,General Permit Covered Facility,Corporation,NA,NA,No,002,Saint Paul Harbor,N,"Sun'aq Tribe of Kodiak - 1 mile(s), Tangirnaq Native Village - 9 mile(s), Native Village of Ouzinkie - 10 mile(s), Native Village of Port Lions - 18 mile(s), Native Village of Afognak - 21 mile(s)",57.786500000000004,-152.42000000000002,TRUE,FALSE
2113,EPA ECHO NPDES outfalls/permitted features,AKR06GB54,KODIAK PIT YARD,KODIAK,AK,KODIAK ISLAND,Expired,General Permit Covered Facility,Corporation,NA,NA,No,001,Saint Paul Harbor,N,"Sun'aq Tribe of Kodiak - 1 mile(s), Tangirnaq Native Village - 9 mile(s), Native Village of Ouzinkie - 10 mile(s), Native Village of Port Lions - 18 mile(s), Native Village of Afognak - 21 mile(s)",57.786,-152.42200000000003,TRUE,FALSE
2114,EPA ECHO NPDES outfalls/permitted features,AKG573026,UPPER KALSKAG LAGOON,UPPER KALSKAG,AK,BETHEL,Effective,General Permit Covered Facility,Corporation,NA,NA,Yes,001,NA,N,"Village of Kalskag - 1 mile(s), Village of Lower Kalskag - 3 mile(s)",61.5377,-160.49800000000002,TRUE,TRUE
2115,EPA ECHO NPDES outfalls/permitted features,AKG370D8N,CURTIS BIRD CREEK DRAINAGE MINE SITE,TRAPPER CREEK,AK,MATANUSKA-SUSITNA,Admin Continued,General Permit Covered Facility,Privately Owned Facility,NA,NA,Yes,001,Bird Creek Drainage,NA,NA,62.577433,-150.94776299999998,FALSE,TRUE
2116,EPA ECHO NPDES outfalls/permitted features,AKG523079,TRIDENT SEAFOODS NAKNEK NORTH PLANT,NAKNEK,AK,BRISTOL BAY,Admin Continued,General Permit Covered Facility,Corporation,NA,NA,Yes,003,Kvichak Bay,N,"Naknek Native Village - 1 mile(s), South Naknek Village - 1 mile(s), King Salmon Tribe - 14 mile(s)",58.68563,-157.37527,TRUE,TRUE
2117,EPA ECHO NPDES outfalls/permitted features,AKG523079,TRIDENT SEAFOODS NAKNEK NORTH PLANT,NAKNEK,AK,BRISTOL BAY,Admin Continued,General Permit Covered Facility,Corporation,NA,NA,Yes,004,Kvichak Bay,N,"Naknek Native Village - 1 mile(s), South Naknek Village - 1 mile(s), King Salmon Tribe - 14 mile(s)",58.6856,-157.375,TRUE,TRUE
2118,EPA ECHO NPDES outfalls/permitted features,AKG523079,TRIDENT SEAFOODS NAKNEK NORTH PLANT,NAKNEK,AK,BRISTOL BAY,Admin Continued,General Permit Covered Facility,Corporation,NA,NA,Yes,001,Naknek River,N,"Naknek Native Village - 1 mile(s), South Naknek Village - 1 mile(s), King Salmon Tribe - 14 mile(s)",58.726479000000005,-157.00824000000003,TRUE,TRUE
2119,EPA ECHO NPDES outfalls/permitted features,AKG523079,TRIDENT SEAFOODS NAKNEK NORTH PLANT,NAKNEK,AK,BRISTOL BAY,Admin Continued,General Permit Covered Facility,Corporation,NA,NA,Yes,002,Naknek River,N,"Naknek Native Village - 1 mile(s), South Naknek Village - 1 mile(s), King Salmon Tribe - 14 mile(s)",58.72730000000001,-157.008,TRUE,TRUE
2120,EPA ECHO NPDES outfalls/permitted features,AKG523079,TRIDENT SEAFOODS NAKNEK NORTH PLANT,NAKNEK,AK,BRISTOL BAY,Admin Continued,General Permit Covered Facility,Corporation,NA,NA,Yes,006,Kvichak Bay,N,"Naknek Native Village - 1 mile(s), South Naknek Village - 1 mile(s), King Salmon Tribe - 14 mile(s)",58.6856,-157.375,TRUE,TRUE
2121,EPA ECHO NPDES outfalls/permitted features,AKG523079,TRIDENT SEAFOODS NAKNEK NORTH PLANT,NAKNEK,AK,BRISTOL BAY,Admin Continued,General Permit Covered Facility,Corporation,NA,NA,Yes,007,Kvichak Bay,N,"Naknek Native Village - 1 mile(s), South Naknek Village - 1 mile(s), King Salmon Tribe - 14 mile(s)",58.6856,-157.375,TRUE,TRUE
2122,EPA ECHO NPDES outfalls/permitted features,AKG523079,TRIDENT SEAFOODS NAKNEK NORTH PLANT,NAKNEK,AK,BRISTOL BAY,Admin Continued,General Permit Covered Facility,Corporation,NA,NA,Yes,005,Kvichak Bay,N,"Naknek Native Village - 1 mile(s), South Naknek Village - 1 mile(s), King Salmon Tribe - 14 mile(s)",58.6856,-157.375,TRUE,TRUE
2123,EPA ECHO NPDES outfalls/permitted features,AKG573032,NEW STUYAHOK  LAGOON,STUYAHOK,AK,DILLINGHAM,Effective,General Permit Covered Facility,Corporation,NA,Failure to Report DMR - Not Received,Yes,001,NA,N,"New Stuyahok Village - 1 mile(s), Native Village of Ekwok - 9 mile(s), New Koliganek Village Council - 20 mile(s)",59.452799999999996,-157.312,TRUE,TRUE
2124,EPA ECHO NPDES outfalls/permitted features,AKG371651,BRIGGS NORTON SOUND SUCTION DREDGE,NOME,AK,NOME (CA),Admin Continued,General Permit Covered Facility,Privately Owned Facility,NA,NA,Yes,001,Norton Sound,N,Nome Eskimo Community - 1 mile(s),64.4833,-165.383,TRUE,TRUE
2125,EPA ECHO NPDES outfalls/permitted features,AKG701040,WADLEIGH ISLAND LOG STORAGE AREA,CRAIG,AK,PRINCE OF WALES-HYDER,Expired,General Permit Covered Facility,Corporation,NA,NA,Yes,001,Klawock Inlet,N,"Klawock Cooperative Association - 3 mile(s), Craig Tribal Association - 9 mile(s)",55.5372,-133.187,TRUE,TRUE
2126,EPA ECHO NPDES outfalls/permitted features,AKG002394,NEMETZ PARK,KODIAK,AK,KODIAK ISLAND,Effective,General Permit Covered Facility,Corporation,NA,NA,No,001,NA,N,"Sun'aq Tribe of Kodiak - 5 mile(s), Tangirnaq Native Village - 5 mile(s), Native Village of Ouzinkie - 12 mile(s), Native Village of Port Lions - 16 mile(s), Native Village of Afognak - 21 mile(s)",57.763740000000006,-152.504731,TRUE,FALSE
2127,EPA ECHO NPDES outfalls/permitted features,AKG332012,SCHLUMBERGER NS COMPLETIONS SHOP FACILITY STORMWATER ETC,DEADHORSE,AK,NORTH SLOPE BOROUGH,Effective,General Permit Covered Facility,Corporation,NA,NA,No,006,NA,NA,NA,70.2208,-148.43,FALSE,FALSE
2128,EPA ECHO NPDES outfalls/permitted features,AKR06GA43,PETRO STAR FAIRBANKS RAIL AND TRUCK TERMINAL,FAIRBANKS,AK,FAIRBANKS NORTH STAR,Expired,General Permit Covered Facility,Corporation,NA,NA,No,002,Storm Water Ditch - Hanson Rd,NA,NA,64.8513,-147.762,FALSE,FALSE
2129,EPA ECHO NPDES outfalls/permitted features,AKR06GA43,PETRO STAR FAIRBANKS RAIL AND TRUCK TERMINAL,FAIRBANKS,AK,FAIRBANKS NORTH STAR,Expired,General Permit Covered Facility,Corporation,NA,NA,No,001,Wetlands,NA,NA,64.8513,-147.762,FALSE,FALSE
2130,EPA ECHO NPDES outfalls/permitted features,AKG370D68,ONUFER STEELE CREEK MINE SITE,CHICKEN,AK,SOUTHEAST FAIRBANKS (CA),Admin Continued,General Permit Covered Facility,Privately Owned Facility,NA,NA,No,001,Steele Creek,NA,NA,64.21551000000001,-141.38190600000004,FALSE,FALSE
